product_id,date,trend_component,seasonality_component,event_component,is_outlier_flag,is_stockout_flag,is_missing_flag
P01,2026-02-11,0.6548,0.9701,0.9824,0,0,0
P01,2026-02-12,0.6583,1.0129,0.9824,0,0,0
P01,2026-02-13,0.6621,1.0205,0.9824,0,0,0
P01,2026-02-14,0.665,1.1554,0.9824,0,0,0
P01,2026-02-15,0.6705,1.0659,0.9824,0,0,0
P01,2026-02-16,0.6728,0.924,0.9824,0,0,0
P01,2026-02-17,0.6785,0.935,0.9824,0,0,0
P01,2026-02-18,0.6826,0.9701,0.9824,0,0,0
P01,2026-02-19,0.6883,1.0129,0.9824,0,0,0
P01,2026-02-20,0.6949,1.0205,0.9824,0,0,0
P01,2026-02-21,0.6982,1.1554,0.9824,0,0,0
P01,2026-02-22,0.7008,1.0659,0.9824,0,0,0
P01,2026-02-23,0.7066,0.924,0.9824,0,0,0
P01,2026-02-24,0.7118,0.935,0.9824,0,0,0
P01,2026-02-25,0.7182,0.9701,0.9824,0,0,0
P01,2026-02-26,0.7246,1.0129,0.9824,0,0,0
P01,2026-02-27,0.7271,1.0205,0.9824,0,0,0
P01,2026-02-28,0.7327,1.1554,0.9824,0,0,0
P01,2026-03-01,0.7397,1.0659,1.0248,0,0,0
P01,2026-03-02,0.7456,0.924,1.0248,0,0,0
P01,2026-03-03,0.7502,0.935,1.0248,0,0,0
P01,2026-03-04,0.7576,0.9701,1.0248,0,0,0
P01,2026-03-05,0.7627,1.0129,1.0248,0,0,0
P01,2026-03-06,0.7691,1.0205,1.4766,0,0,0
P01,2026-03-07,0.7744,1.1554,1.4766,0,0,0
P01,2026-03-08,0.7818,1.0659,1.0248,0,0,0
P01,2026-03-09,0.7859,0.924,1.0248,0,0,0
P01,2026-03-10,0.7878,0.935,1.0248,0,0,0
P01,2026-03-11,0.7853,0.9701,1.0248,0,0,0
P01,2026-03-12,0.7886,1.0129,1.0248,0,0,0
P01,2026-03-13,0.7885,1.0205,1.4766,0,0,0
P01,2026-03-14,0.7941,1.1554,1.4766,0,0,0
P01,2026-03-15,0.8001,1.0659,1.0248,0,0,0
P01,2026-03-16,0.8042,0.924,1.0248,0,0,0
P01,2026-03-17,0.81,0.935,1.0248,0,0,0
P01,2026-03-18,0.8113,0.9701,1.0248,0,0,0
P01,2026-03-19,0.8159,1.0129,1.0248,0,0,0
P01,2026-03-20,0.8213,1.0205,1.4766,0,0,0
P01,2026-03-21,0.8214,1.1554,1.4766,0,0,0
P01,2026-03-22,0.8274,1.0659,1.0248,0,0,0
P01,2026-03-23,0.8284,0.924,1.0248,0,0,0
P01,2026-03-24,0.8313,0.935,1.0248,0,0,0
P01,2026-03-25,0.8329,0.9701,1.0248,0,0,0
P01,2026-03-26,0.8329,1.0129,1.0248,0,0,0
P01,2026-03-27,0.8364,1.0205,1.4766,0,0,0
P01,2026-03-28,0.841,1.1554,1.4766,0,0,0
P01,2026-03-29,0.8459,1.0659,1.0248,0,0,0
P01,2026-03-30,0.8505,0.924,1.0248,0,0,0
P01,2026-03-31,0.8532,0.935,1.0248,0,0,0
P01,2026-04-01,0.857,0.9701,1.0248,0,0,0
P01,2026-04-02,0.8584,1.0129,1.0248,0,0,0
P01,2026-04-03,0.8629,1.0205,1.0248,0,0,0
P01,2026-04-04,0.8651,1.1554,1.1665,0,0,0
P01,2026-04-05,0.868,1.0659,1.1665,0,0,0
P01,2026-04-06,0.8715,0.924,1.0248,0,0,0
P01,2026-04-07,0.8732,0.935,1.0248,0,0,0
P01,2026-04-08,0.8761,0.9701,1.0248,0,0,0
P01,2026-04-09,0.8811,1.0129,1.0248,0,0,0
P01,2026-04-10,0.8834,1.0205,1.0248,0,0,0
P01,2026-04-11,0.884,1.1554,1.1665,0,0,0
P01,2026-04-12,0.8831,1.0659,1.1665,0,0,0
P01,2026-04-13,0.8857,0.924,1.0248,0,0,0
P01,2026-04-14,0.8917,0.935,1.0248,0,0,0
P01,2026-04-15,0.895,0.9701,1.0248,0,0,0
P01,2026-04-16,0.8992,1.0129,1.0248,0,0,0
P01,2026-04-17,0.9011,1.0205,1.0248,0,0,0
P01,2026-04-18,0.9039,1.1554,1.1665,0,0,0
P01,2026-04-19,0.9091,1.0659,1.1665,0,0,0
P01,2026-04-20,0.9133,0.924,1.0248,0,0,0
P01,2026-04-21,0.9206,0.935,1.0248,0,0,0
P01,2026-04-22,0.9246,0.9701,1.0248,0,0,0
P01,2026-04-23,0.929,1.0129,1.0248,0,0,0
P01,2026-04-24,0.9312,1.0205,1.0248,0,0,0
P01,2026-04-25,0.9345,1.1554,1.1665,0,0,0
P01,2026-04-26,0.9377,1.0659,1.1665,0,0,0
P01,2026-04-27,0.9375,0.924,1.0248,0,0,0
P01,2026-04-28,0.9403,0.935,1.0248,0,0,0
P01,2026-04-29,0.9436,0.9701,1.0248,0,0,0
P01,2026-04-30,0.9463,1.0129,1.0248,0,0,0
P01,2026-05-01,0.9463,1.0205,1.0248,0,0,0
P01,2026-05-02,0.9534,1.1554,1.1665,0,0,0
P01,2026-05-03,0.9555,1.0659,1.1665,0,0,0
P01,2026-05-04,0.9624,0.924,1.0248,0,0,0
P01,2026-05-05,0.9658,0.935,1.0248,0,0,0
P01,2026-05-06,0.9733,0.9701,1.0248,0,0,0
P01,2026-05-07,0.973,1.0129,1.0248,0,0,0
P01,2026-05-08,0.9731,1.0205,1.0248,0,0,0
P01,2026-05-09,0.978,1.1554,1.1665,0,0,0
P01,2026-05-10,0.9797,1.0659,1.1665,0,0,0
P01,2026-05-11,0.9813,0.924,1.0248,0,0,0
P01,2026-05-12,0.984,0.935,1.0248,0,0,0
P01,2026-05-13,0.985,0.9701,1.0248,0,0,0
P01,2026-05-14,0.9841,1.0129,1.0248,0,0,0
P01,2026-05-15,0.9867,1.0205,1.0248,0,0,0
P01,2026-05-16,0.9842,1.1554,1.1665,0,0,0
P01,2026-05-17,0.989,1.0659,1.1665,0,0,0
P01,2026-05-18,0.9904,0.924,1.0248,0,0,0
P01,2026-05-19,0.9903,0.935,1.0248,0,0,0
P01,2026-05-20,0.9905,0.9701,1.0248,0,0,0
P01,2026-05-21,0.9884,1.0129,1.0248,0,0,0
P01,2026-05-22,0.9893,1.0205,1.0248,0,0,0
P01,2026-05-23,0.9942,1.1554,1.1665,0,0,0
P01,2026-05-24,0.9936,1.0659,1.1665,0,0,0
P01,2026-05-25,0.9995,0.924,1.0248,0,0,0
P01,2026-05-26,0.9962,0.935,1.0248,0,0,0
P01,2026-05-27,0.9925,0.9701,1.0248,0,0,0
P01,2026-05-28,0.9912,1.0129,1.0248,0,0,0
P01,2026-05-29,0.9906,1.0205,1.0248,0,0,0
P01,2026-05-30,0.989,1.1554,1.1665,0,0,0
P01,2026-05-31,0.9912,1.0659,1.1665,0,0,0
P01,2026-06-01,0.9892,0.924,1.0248,0,0,0
P01,2026-06-02,0.9864,0.935,1.0248,0,0,0
P01,2026-06-03,0.9857,0.9701,1.0248,0,0,0
P01,2026-06-04,0.9832,1.0129,1.0248,0,0,0
P01,2026-06-05,0.9806,1.0205,1.0248,0,0,0
P01,2026-06-06,0.9803,1.1554,1.0248,0,0,0
P01,2026-06-07,0.9799,1.0659,1.0248,0,0,0
P01,2026-06-08,0.9816,0.924,1.0248,0,0,0
P01,2026-06-09,0.9836,0.935,1.0248,0,0,0
P01,2026-06-10,0.9822,0.9701,1.0248,0,0,0
P01,2026-06-11,0.9792,1.0129,1.0248,0,0,0
P01,2026-06-12,0.9771,1.0205,1.0248,0,0,0
P01,2026-06-13,0.976,1.1554,1.0248,0,0,0
P01,2026-06-14,0.9739,1.0659,1.0248,0,0,0
P01,2026-06-15,0.9731,0.924,1.0248,0,0,0
P01,2026-06-16,0.9725,0.935,1.0248,0,0,0
P01,2026-06-17,0.9699,0.9701,1.0248,0,0,0
P01,2026-06-18,0.9695,1.0129,1.0248,0,0,0
P01,2026-06-19,0.9747,1.0205,1.0248,0,0,0
P01,2026-06-20,0.9759,1.1554,1.0248,0,0,0
P01,2026-06-21,0.9753,1.0659,1.0248,0,0,0
P01,2026-06-22,0.9746,0.924,1.0248,0,0,0
P01,2026-06-23,0.9724,0.935,1.0248,0,0,0
P01,2026-06-24,0.9727,0.9701,1.0248,0,0,0
P01,2026-06-25,0.976,1.0129,1.0248,0,0,0
P01,2026-06-26,0.9723,1.0205,1.0248,0,0,0
P01,2026-06-27,0.9688,1.1554,1.0248,0,0,0
P01,2026-06-28,0.9687,1.0659,1.0248,0,0,0
P01,2026-06-29,0.9704,0.924,1.0248,0,0,0
P01,2026-06-30,0.9702,0.935,1.0248,0,0,0
P01,2026-07-01,0.9682,0.9701,1.0712,0,0,0
P01,2026-07-02,0.9633,1.0129,1.0712,0,0,0
P01,2026-07-03,0.9611,1.0205,1.5435,0,0,0
P01,2026-07-04,0.9592,1.1554,1.5435,0,0,0
P01,2026-07-05,0.9619,1.0659,1.0712,0,0,0
P01,2026-07-06,0.9636,0.924,1.0712,0,0,0
P01,2026-07-07,0.9623,0.935,1.0712,0,0,0
P01,2026-07-08,0.9604,0.9701,1.0712,0,0,0
P01,2026-07-09,0.9607,1.0129,1.0712,0,0,0
P01,2026-07-10,0.9626,1.0205,1.5435,0,0,0
P01,2026-07-11,0.9641,1.1554,1.5435,0,0,0
P01,2026-07-12,0.9642,1.0659,1.0712,0,0,0
P01,2026-07-13,0.9603,0.924,1.0712,0,0,0
P01,2026-07-14,0.9609,0.935,1.0712,0,0,0
P01,2026-07-15,0.9611,0.9701,1.0712,0,0,0
P01,2026-07-16,0.9597,1.0129,1.0712,0,0,0
P01,2026-07-17,0.9582,1.0205,1.5435,0,0,0
P01,2026-07-18,0.956,1.1554,1.5435,0,0,0
P01,2026-07-19,0.9539,1.0659,1.0712,0,0,0
P01,2026-07-20,0.9519,0.924,1.0712,0,0,0
P01,2026-07-21,0.952,0.935,1.0712,0,0,0
P01,2026-07-22,0.9497,0.9701,1.0712,0,0,0
P01,2026-07-23,0.9512,1.0129,1.0712,0,0,0
P01,2026-07-24,0.9511,1.0205,1.5435,0,0,0
P01,2026-07-25,0.9494,1.1554,1.5435,0,0,0
P01,2026-07-26,0.9521,1.0659,1.0712,0,0,0
P01,2026-07-27,0.9519,0.924,1.0712,0,0,0
P01,2026-07-28,0.9501,0.935,1.0712,0,0,0
P01,2026-07-29,0.9492,0.9701,1.0712,0,0,0
P01,2026-07-30,0.953,1.0129,1.0712,0,0,0
P01,2026-07-31,0.9485,1.0205,1.5435,0,0,0
P01,2026-08-01,0.9493,1.1554,1.0712,0,0,0
P01,2026-08-02,0.9451,1.0659,1.0712,0,0,0
P01,2026-08-03,0.9449,0.924,1.0712,0,0,0
P01,2026-08-04,0.942,0.935,1.0712,0,0,0
P01,2026-08-05,0.9466,0.9701,1.0712,0,0,0
P01,2026-08-06,0.9477,1.0129,1.0712,0,0,0
P01,2026-08-07,0.9468,1.0205,1.0712,0,0,0
P01,2026-08-08,0.9446,1.1554,1.0712,0,0,0
P01,2026-08-09,0.9432,1.0659,1.0712,0,0,0
P01,2026-08-10,0.941,0.924,1.0712,0,0,0
P01,2026-08-11,0.9381,0.935,1.0712,0,0,0
P01,2026-08-12,0.9389,0.9701,1.0712,0,0,0
P01,2026-08-13,0.936,1.0129,1.0712,0,0,0
P01,2026-08-14,0.936,1.0205,1.0712,0,0,0
P01,2026-08-15,0.934,1.1554,2.2311,0,0,0
P01,2026-08-16,0.9304,1.0659,2.2311,0,0,0
P01,2026-08-17,0.9343,0.924,2.2311,0,0,0
P01,2026-08-18,0.9352,0.935,1.0712,0,0,0
P01,2026-08-19,0.9345,0.9701,1.0712,0,0,0
P01,2026-08-20,0.9347,1.0129,1.0712,0,0,0
P01,2026-08-21,0.9362,1.0205,1.0712,0,0,0
P01,2026-08-22,0.9353,1.1554,1.0712,0,0,0
P01,2026-08-23,0.9289,1.0659,1.0712,0,0,0
P01,2026-08-24,0.9299,0.924,1.0712,0,0,0
P01,2026-08-25,0.9335,0.935,1.0712,0,0,0
P01,2026-08-26,0.9343,0.9701,1.0712,0,0,0
P01,2026-08-27,0.935,1.0129,1.0712,0,0,0
P01,2026-08-28,0.9388,1.0205,1.0712,0,0,0
P01,2026-08-29,0.939,1.1554,1.0712,0,0,0
P01,2026-08-30,0.9427,1.0659,1.0712,0,0,0
P01,2026-08-31,0.9433,0.924,1.0712,0,0,0
P01,2026-09-01,0.9446,0.935,1.0712,0,0,0
P01,2026-09-02,0.947,0.9701,1.0712,0,0,0
P01,2026-09-03,0.948,1.0129,1.0712,0,0,0
P01,2026-09-04,0.9512,1.0205,1.0712,0,0,0
P01,2026-09-05,0.9519,1.1554,1.0712,1,0,0
P01,2026-09-06,0.9468,1.0659,1.0712,0,0,0
P01,2026-09-07,0.9445,0.924,1.0712,0,0,0
P01,2026-09-08,0.9449,0.935,1.0712,0,0,0
P01,2026-09-09,0.9462,0.9701,1.0712,0,0,0
P01,2026-09-10,0.9418,1.0129,1.0712,0,0,0
P01,2026-09-11,0.94,1.0205,1.0712,0,0,0
P01,2026-09-12,0.9438,1.1554,1.0712,0,0,0
P01,2026-09-13,0.9406,1.0659,1.0712,0,0,0
P01,2026-09-14,0.942,0.924,1.0712,0,0,0
P01,2026-09-15,0.944,0.935,1.0712,0,0,0
P01,2026-09-16,0.9426,0.9701,1.0712,0,0,0
P01,2026-09-17,0.9379,1.0129,1.0712,0,0,0
P01,2026-09-18,0.9339,1.0205,1.0712,0,0,0
P01,2026-09-19,0.9319,1.1554,1.0712,0,0,0
P01,2026-09-20,0.9292,1.0659,1.0712,0,0,0
P01,2026-09-21,0.9331,0.924,1.0712,0,0,0
P01,2026-09-22,0.9348,0.935,1.0712,0,0,0
P01,2026-09-23,0.9363,0.9701,1.0712,0,0,0
P01,2026-09-24,0.9366,1.0129,1.0712,0,0,0
P01,2026-09-25,0.9404,1.0205,1.0712,0,0,0
P01,2026-09-26,0.943,1.1554,1.0712,0,0,0
P01,2026-09-27,0.9429,1.0659,1.0712,0,0,0
P01,2026-09-28,0.9425,0.924,1.0712,0,0,0
P01,2026-09-29,0.9473,0.935,1.0712,0,0,0
P01,2026-09-30,0.9529,0.9701,1.0712,0,0,0
P01,2026-10-01,0.9609,1.0129,1.0,0,0,0
P01,2026-10-02,0.9654,1.0205,1.4409,0,0,0
P01,2026-10-03,0.9634,1.1554,1.4409,0,0,0
P01,2026-10-04,0.9641,1.0659,1.0,0,0,0
P01,2026-10-05,0.9661,0.924,1.0,0,0,0
P01,2026-10-06,0.9683,0.935,1.0,0,0,0
P01,2026-10-07,0.9706,0.9701,1.0,0,0,0
P01,2026-10-08,0.9763,1.0129,1.0,0,0,0
P01,2026-10-09,0.9774,1.0205,1.4409,0,0,0
P01,2026-10-10,0.977,1.1554,1.4409,0,0,0
P01,2026-10-11,0.9772,1.0659,1.0,0,0,0
P01,2026-10-12,0.979,0.924,1.0,0,0,0
P01,2026-10-13,0.98,0.935,1.0,0,0,0
P01,2026-10-14,0.9833,0.9701,1.0,0,0,0
P01,2026-10-15,0.9845,1.0129,1.0,0,0,0
P01,2026-10-16,0.9887,1.0205,1.4409,0,0,0
P01,2026-10-17,0.9915,1.1554,1.4409,0,0,0
P01,2026-10-18,0.9914,1.0659,1.0,0,0,0
P01,2026-10-19,0.993,0.924,1.0,0,0,0
P01,2026-10-20,0.9941,0.935,3.1437,0,0,0
P01,2026-10-21,0.9899,0.9701,3.1437,0,0,0
P01,2026-10-22,0.9907,1.0129,3.1437,0,0,0
P01,2026-10-23,0.9947,1.0205,3.1437,0,0,0
P01,2026-10-24,0.9954,1.1554,3.1437,0,0,0
P01,2026-10-25,0.9958,1.0659,3.1437,0,0,0
P01,2026-10-26,0.9995,0.924,1.0,0,0,0
P01,2026-10-27,0.9986,0.935,1.0,0,0,0
P01,2026-10-28,1.0031,0.9701,1.0,0,0,0
P01,2026-10-29,1.0063,1.0129,1.0,0,0,0
P01,2026-10-30,1.0077,1.0205,1.4409,0,0,0
P01,2026-10-31,1.0114,1.1554,1.4409,0,0,0
P01,2026-11-01,1.0136,1.0659,2.9778,0,0,0
P01,2026-11-02,1.0144,0.924,2.9778,0,0,0
P01,2026-11-03,1.0136,0.935,2.9778,0,0,0
P01,2026-11-04,1.013,0.9701,0.9824,0,0,0
P01,2026-11-05,1.014,1.0129,0.9824,0,0,0
P01,2026-11-06,1.0171,1.0205,0.9824,0,0,0
P01,2026-11-07,1.0219,1.1554,0.9824,0,0,0
P01,2026-11-08,1.0246,1.0659,0.9824,0,0,0
P01,2026-11-09,1.0247,0.924,0.9824,0,0,0
P01,2026-11-10,1.0261,0.935,0.9824,0,0,0
P01,2026-11-11,1.0281,0.9701,0.9824,0,0,0
P01,2026-11-12,1.0302,1.0129,0.9824,0,0,0
P01,2026-11-13,1.0278,1.0205,0.9824,0,0,0
P01,2026-11-14,1.0349,1.1554,0.9824,0,0,0
P01,2026-11-15,1.0345,1.0659,0.9824,0,0,0
P01,2026-11-16,1.0376,0.924,0.9824,0,0,0
P01,2026-11-17,1.0382,0.935,0.9824,0,0,0
P01,2026-11-18,1.04,0.9701,0.9824,0,0,0
P01,2026-11-19,1.0374,1.0129,0.9824,0,0,0
P01,2026-11-20,1.0413,1.0205,0.9824,0,0,0
P01,2026-11-21,1.0421,1.1554,0.9824,0,0,0
P01,2026-11-22,1.0433,1.0659,0.9824,0,0,0
P01,2026-11-23,1.0435,0.924,0.9824,0,0,0
P01,2026-11-24,1.0472,0.935,0.9824,0,0,0
P01,2026-11-25,1.0473,0.9701,0.9824,0,0,0
P01,2026-11-26,1.047,1.0129,0.9824,0,0,0
P01,2026-11-27,1.0467,1.0205,0.9824,0,0,0
P01,2026-11-28,1.0446,1.1554,0.9824,0,0,0
P01,2026-11-29,1.0456,1.0659,0.9824,0,0,0
P01,2026-11-30,1.0468,0.924,0.9824,0,0,0
P01,2026-12-01,1.0457,0.935,0.9824,0,0,0
P01,2026-12-02,1.0443,0.9701,0.9824,0,0,0
P01,2026-12-03,1.0412,1.0129,0.9824,0,0,0
P01,2026-12-04,1.0416,1.0205,0.9824,0,0,0
P01,2026-12-05,1.0448,1.1554,0.9824,0,0,0
P01,2026-12-06,1.0469,1.0659,0.9824,0,0,0
P01,2026-12-07,1.0502,0.924,0.9824,0,0,0
P01,2026-12-08,1.0505,0.935,0.9824,0,0,0
P01,2026-12-09,1.0562,0.9701,0.9824,0,0,0
P01,2026-12-10,1.0599,1.0129,0.9824,0,0,0
P01,2026-12-11,1.0577,1.0205,0.9824,0,0,0
P01,2026-12-12,1.0588,1.1554,0.9824,0,0,0
P01,2026-12-13,1.0636,1.0659,0.9824,0,0,0
P01,2026-12-14,1.0624,0.924,0.9824,0,0,0
P01,2026-12-15,1.0624,0.935,0.9824,0,0,0
P01,2026-12-16,1.0672,0.9701,0.9824,0,0,0
P01,2026-12-17,1.0703,1.0129,0.9824,0,0,0
P01,2026-12-18,1.0743,1.0205,0.9824,0,0,0
P01,2026-12-19,1.0771,1.1554,0.9824,0,0,0
P01,2026-12-20,1.078,1.0659,0.9824,0,0,0
P01,2026-12-21,1.0767,0.924,0.9824,0,0,0
P01,2026-12-22,1.0755,0.935,0.9824,0,0,0
P01,2026-12-23,1.0755,0.9701,0.9824,0,0,0
P01,2026-12-24,1.0731,1.0129,0.9824,0,0,0
P01,2026-12-25,1.0706,1.0205,0.9824,0,0,0
P01,2026-12-26,1.0716,1.1554,0.9824,0,0,0
P01,2026-12-27,1.0701,1.0659,0.9824,0,0,0
P01,2026-12-28,1.0683,0.924,0.9824,0,0,0
P01,2026-12-29,1.0674,0.935,0.9824,0,0,0
P01,2026-12-30,1.0639,0.9701,0.9824,0,0,0
P01,2026-12-31,1.0637,1.0129,0.9824,0,0,0
P01,2027-01-01,1.0622,1.0205,0.8756,0,0,0
P01,2027-01-02,1.0615,1.1554,0.9824,0,0,0
P01,2027-01-03,1.0606,1.0659,0.9824,0,0,0
P01,2027-01-04,1.0593,0.924,0.9824,0,0,0
P01,2027-01-05,1.0579,0.935,0.9824,0,0,0
P01,2027-01-06,1.0509,0.9701,0.9824,0,0,0
P01,2027-01-07,1.0481,1.0129,0.9824,0,0,0
P01,2027-01-08,1.0484,1.0205,0.9824,0,0,0
P01,2027-01-09,1.0488,1.1554,0.9824,0,0,0
P01,2027-01-10,1.0466,1.0659,0.9824,0,0,0
P01,2027-01-11,1.0421,0.924,0.9824,0,0,0
P01,2027-01-12,1.0399,0.935,0.9824,0,0,0
P01,2027-01-13,1.0381,0.9701,1.6636,0,0,0
P01,2027-01-14,1.0352,1.0129,1.6636,0,0,0
P01,2027-01-15,1.0342,1.0205,1.6636,0,0,0
P01,2027-01-16,1.033,1.1554,1.6636,0,0,0
P01,2027-01-17,1.0311,1.0659,0.9824,0,0,0
P01,2027-01-18,1.0306,0.924,0.9824,0,0,0
P01,2027-01-19,1.034,0.935,0.9824,0,0,0
P01,2027-01-20,1.0292,0.9701,0.9824,0,0,0
P01,2027-01-21,1.0237,1.0129,0.9824,0,0,0
P01,2027-01-22,1.0204,1.0205,0.9824,0,0,0
P01,2027-01-23,1.018,1.1554,0.9824,0,0,0
P01,2027-01-24,1.0179,1.0659,0.9824,0,0,0
P01,2027-01-25,1.0182,0.924,0.9824,0,0,0
P01,2027-01-26,1.0125,0.935,0.8756,0,0,0
P01,2027-01-27,1.011,0.9701,0.9824,0,0,0
P01,2027-01-28,1.01,1.0129,0.9824,0,0,0
P01,2027-01-29,1.0103,1.0205,0.9824,0,0,0
P01,2027-01-30,1.0097,1.1554,0.9824,0,0,0
P01,2027-01-31,1.0104,1.0659,0.9824,0,0,0
P01,2027-02-01,1.0076,0.924,0.9824,0,0,0
P01,2027-02-02,1.01,0.935,0.9824,0,0,0
P01,2027-02-03,1.0075,0.9701,0.9824,0,0,0
P01,2027-02-04,1.003,1.0129,0.9824,0,0,0
P01,2027-02-05,0.9993,1.0205,0.9824,0,0,0
P01,2027-02-06,0.9947,1.1554,0.9824,0,0,0
P01,2027-02-07,0.997,1.0659,0.9824,0,0,0
P01,2027-02-08,0.994,0.924,0.9824,0,0,0
P01,2027-02-09,0.9923,0.935,0.9824,0,0,0
P01,2027-02-10,0.9909,0.9701,0.9824,0,0,0
P01,2027-02-11,0.9909,1.0129,0.9824,0,0,0
P01,2027-02-12,0.9903,1.0205,0.9824,0,0,0
P01,2027-02-13,0.9859,1.1554,0.9824,0,0,0
P01,2027-02-14,0.9842,1.0659,0.9824,0,0,0
P01,2027-02-15,0.9863,0.924,0.9824,0,0,0
P01,2027-02-16,0.9847,0.935,0.9824,0,0,0
P01,2027-02-17,0.9849,0.9701,0.9824,0,0,0
P01,2027-02-18,0.981,1.0129,0.9824,0,0,0
P01,2027-02-19,0.9796,1.0205,0.9824,0,0,0
P01,2027-02-20,0.9755,1.1554,0.9824,0,0,0
P01,2027-02-21,0.9738,1.0659,0.9824,0,0,0
P01,2027-02-22,0.9716,0.924,0.9824,0,0,0
P01,2027-02-23,0.9715,0.935,0.9824,0,0,0
P01,2027-02-24,0.9699,0.9701,0.9824,0,0,0
P01,2027-02-25,0.9695,1.0129,0.9824,0,0,0
P01,2027-02-26,0.9674,1.0205,0.9824,0,0,0
P01,2027-02-27,0.9659,1.1554,0.9824,0,0,0
P01,2027-02-28,0.9601,1.0659,0.9824,0,0,0
P01,2027-03-01,0.9606,0.924,1.0248,0,0,0
P01,2027-03-02,0.9613,0.935,1.0248,0,0,0
P01,2027-03-03,0.959,0.9701,1.0248,0,0,0
P01,2027-03-04,0.9593,1.0129,1.0248,0,0,0
P01,2027-03-05,0.9626,1.0205,1.4766,0,0,0
P01,2027-03-06,0.9663,1.1554,1.4766,0,0,0
P01,2027-03-07,0.9657,1.0659,1.0248,0,0,0
P01,2027-03-08,0.9698,0.924,1.0248,0,0,0
P01,2027-03-09,0.9686,0.935,1.0248,0,0,0
P01,2027-03-10,0.9654,0.9701,1.0248,0,0,0
P01,2027-03-11,0.9654,1.0129,1.0248,0,0,0
P01,2027-03-12,0.9657,1.0205,1.4766,0,0,0
P01,2027-03-13,0.9601,1.1554,1.4766,0,0,0
P01,2027-03-14,0.9624,1.0659,1.0248,0,0,0
P01,2027-03-15,0.9668,0.924,1.0248,0,0,0
P01,2027-03-16,0.9663,0.935,1.0248,0,0,0
P01,2027-03-17,0.9663,0.9701,1.0248,0,0,0
P01,2027-03-18,0.964,1.0129,1.0248,0,0,0
P01,2027-03-19,0.9684,1.0205,1.4766,0,0,0
P01,2027-03-20,0.9699,1.1554,1.4766,0,0,0
P01,2027-03-21,0.9693,1.0659,1.0248,0,0,0
P01,2027-03-22,0.9688,0.924,1.0248,0,0,0
P01,2027-03-23,0.9704,0.935,1.0248,0,0,0
P01,2027-03-24,0.9702,0.9701,1.0248,0,0,0
P01,2027-03-25,0.9673,1.0129,1.0248,0,0,0
P01,2027-03-26,0.9679,1.0205,1.4766,0,0,0
P01,2027-03-27,0.9697,1.1554,1.4766,0,0,0
P01,2027-03-28,0.972,1.0659,1.0248,0,0,0
P01,2027-03-29,0.9725,0.924,1.0248,0,0,0
P01,2027-03-30,0.9707,0.935,1.0248,0,0,0
P01,2027-03-31,0.9714,0.9701,1.0248,0,0,0
